t,V1,V2,V3,V4,V5
1.930000000000000118e-02,8.050877397144834413e-01,7.272424969406915407e-02,4.522183296789352575e-03,2.137381537616040274e-04,8.395423505532096086e-06
1.940000000000000058e-02,8.085471604683738267e-01,7.338950849285337530e-02,4.586347351693731596e-03,2.178692746672040580e-04,8.602723797320777787e-06
1.949999999999999997e-02,8.120003349830932082e-01,7.405695531552677902e-02,4.651053049936862416e-03,2.220567211283278584e-04,8.813974065798887660e-06
1.959999999999999937e-02,8.154472779194420484e-01,7.472658009942662050e-02,4.716301546606636690e-03,2.263009262589128843e-04,9.029226876822560012e-06
1.970000000000000223e-02,8.188880038988939347e-01,7.539837281776985700e-02,4.782093984881260161e-03,2.306023235082156034e-04,9.248535176774421221e-06
1.980000000000000163e-02,8.223225275037098214e-01,7.607232347953031548e-02,4.848431496089157869e-03,2.349613466486537403e-04,9.471952292512317138e-06
1.990000000000000102e-02,8.257508632770520496e-01,7.674842212931637375e-02,4.915315199768630419e-03,2.393784297637325197e-04,9.699531931305990597e-06
2.000000000000000042e-02,8.291730257230980339e-01,7.742665884724897474e-02,4.982746203727249183e-03,2.438540072360545561e-04,9.931328180761785269e-06
2.009999999999999981e-02,8.325890293071536163e-01,7.810702374884009869e-02,5.050725604101006898e-03,2.483885137354126574e-04,1.016739550873549614e-05
2.020000000000000268e-02,8.359988884557657540e-01,7.878950698487167947e-02,5.119254485413212395e-03,2.529823842069654077e-04,1.040778876323343435e-05
2.030000000000000207e-02,8.394026175568356507e-01,7.947409874127485396e-02,5.188333920633135532e-03,2.576360538594949868e-04,1.065256317230182167e-05
2.040000000000000147e-02,8.428002309597304453e-01,8.016078923900969710e-02,5.257964971234404053e-03,2.623499581537467110e-04,1.090177434390459578e-05
2.050000000000000086e-02,8.461917429753955666e-01,8.084956873394533172e-02,5.328148687253152389e-03,2.671245327908499984e-04,1.115547826578972481e-05
2.060000000000000026e-02,8.495771678764660884e-01,8.154042751674044076e-02,5.398886107345923259e-03,2.719602137008202960e-04,1.141373130534412581e-05
2.069999999999999965e-02,8.529565198973779738e-01,8.223335591272423750e-02,5.470178258847320334e-03,2.768574370311416180e-04,1.167659020943727027e-05
2.080000000000000251e-02,8.563298132344792091e-01,8.292834428177778272e-02,5.542026157827418913e-03,2.818166391354290975e-04,1.194411210425358005e-05
2.090000000000000191e-02,8.596970620461400481e-01,8.362538301821571818e-02,5.614430809148930265e-03,2.868382565621712820e-04,1.221635449511369664e-05
2.100000000000000130e-02,8.630582804528633689e-01,8.432446255066844421e-02,5.687393206524124847e-03,2.919227260435517377e-04,1.249337526628471356e-05
2.110000000000000070e-02,8.664134825373945858e-01,8.502557334196465810e-02,5.760914332571509186e-03,2.970704844843495844e-04,1.277523268077947197e-05
2.120000000000000009e-02,8.697626823448313393e-01,8.572870588901430888e-02,5.834995158872265976e-03,3.022819689509184714e-04,1.306198538014499548e-05
2.129999999999999949e-02,8.731058938827321869e-01,8.643385072269192670e-02,5.909636646026450446e-03,3.075576166602434543e-04,1.335369238424016608e-05
2.140000000000000235e-02,8.764431311212261821e-01,8.714099840772041028e-02,5.984839743708948202e-03,3.128978649690758798e-04,1.365041309100271553e-05
2.150000000000000175e-02,8.797744079931207883e-01,8.785013954255516122e-02,6.060605390725193678e-03,3.183031513631451944e-04,1.395220727620563561e-05
2.160000000000000114e-02,8.830997383940104584e-01,8.856126475926860697e-02,6.136934515066655264e-03,3.237739134464477316e-04,1.425913509320308686e-05
2.170000000000000054e-02,8.864191361823844373e-01,8.927436472343514007e-02,6.213828033966075845e-03,3.293105889306119903e-04,1.457125707266589057e-05
2.179999999999999993e-02,8.897326151797342320e-01,8.998943013401648761e-02,6.291286853952484347e-03,3.349136156243399682e-04,1.488863412230669365e-05
2.189999999999999933e-02,8.930401891706609696e-01,9.070645172324735828e-02,6.369311870905972235e-03,3.405834314229240121e-04,1.521132752659489459e-05
2.200000000000000219e-02,8.963418719029822013e-01,9.142542025652163062e-02,6.447903970112230619e-03,3.463204742978390183e-04,1.553939894646141529e-05
2.210000000000000159e-02,8.996376770878382612e-01,9.214632653227879111e-02,6.527064026316860106e-03,3.521251822864095529e-04,1.587291041899340150e-05
2.220000000000000098e-02,9.029276183997989591e-01,9.286916138189084402e-02,6.606792903779446467e-03,3.579979934815514554e-04,1.621192435711893857e-05
2.230000000000000038e-02,9.062117094769691628e-01,9.359391566954956831e-02,6.687091456327404725e-03,3.639393460215872237e-04,1.655650354928185684e-05
2.239999999999999977e-02,9.094899639210942688e-01,9.432058029215420469e-02,6.767960527409595112e-03,3.699496780801355572e-04,1.690671115910674202e-05
2.250000000000000264e-02,9.127623952976660071e-01,9.504914617919946185e-02,6.849400950149706589e-03,3.760294278560739217e-04,1.726261072505418253e-05
2.260000000000000203e-02,9.160290171360266909e-01,9.577960429266395292e-02,6.931413547399414843e-03,3.821790335635740811e-04,1.762426616006639133e-05
2.270000000000000143e-02,9.192898429294744655e-01,9.651194562689897893e-02,7.013999131791312167e-03,3.883989334222100534e-04,1.799174175120324257e-05
2.280000000000000082e-02,9.225448861353672259e-01,9.724616120851772849e-02,7.097158505791611831e-03,3.946895656471386001e-04,1.836510215926882839e-05
2.290000000000000022e-02,9.257941601752266436e-01,9.798224209628482451e-02,7.180892461752622601e-03,4.010513684393511103e-04,1.874441241842860671e-05
2.299999999999999961e-02,9.290376784348418626e-01,9.872017938100628720e-02,7.265201781965003811e-03,4.074847799759970420e-04,1.912973793581722507e-05
2.310000000000000248e-02,9.322754542643730824e-01,9.945996418541980244e-02,7.350087238709793191e-03,4.139902384007783246e-04,1.952114449113710487e-05
2.320000000000000187e-02,9.355075009784541429e-01,1.002015876640854342e-01,7.435549594310216122e-03,4.205681818144146140e-04,1.991869823624785405e-05
2.330000000000000127e-02,9.387338318562956641e-01,1.009450410032766698e-01,7.521589601183265028e-03,4.272190482651784787e-04,2.032246569474659273e-05
2.340000000000000066e-02,9.419544601417870755e-01,1.016903154208718546e-01,7.608208001891065414e-03,4.339432757395008961e-04,2.073251376153929356e-05
2.350000000000000006e-02,9.451693990435990900e-01,1.024374021662459860e-01,7.695405529192018979e-03,4.407413021526459759e-04,2.114890970240316726e-05
2.359999999999999945e-02,9.483786617352852888e-01,1.031862925201628978e-01,7.783182906091725556e-03,4.476135653394549088e-04,2.157172115354022199e-05
2.370000000000000231e-02,9.515822613553833742e-01,1.039369777946677759e-01,7.871540845893688215e-03,4.545605030451589255e-04,2.200101612112203401e-05
2.380000000000000171e-02,9.547802110075168658e-01,1.046894493329800641e-01,7.960480052249802388e-03,4.615825529162604518e-04,2.243686298082584466e-05
2.390000000000000110e-02,9.579725237604953536e-01,1.054436985093867574e-01,8.050001219210621214e-03,4.686801524914824594e-04,2.287933047736202778e-05
2.400000000000000050e-02,9.611592126484154175e-01,1.061997167291359873e-01,8.140105031275417929e-03,4.758537391927854720e-04,2.332848772399301226e-05
2.409999999999999989e-02,9.643402906707607691e-01,1.069574954283310647e-01,8.230792163442019263e-03,4.831037503164521164e-04,2.378440420204375801e-05
2.420000000000000276e-02,9.675157707925021722e-01,1.077170260738248009e-01,8.322063281256434145e-03,4.904306230242383522e-04,2.424714976040382930e-05
2.430000000000000215e-02,9.706856659441970292e-01,1.084783001631142441e-01,8.413919040862263832e-03,4.978347943345917594e-04,2.471679461502115707e-05
2.440000000000000155e-02,9.738499890220887467e-01,1.092413092242357359e-01,8.506360089049902137e-03,5.053167011139356917e-04,2.519340934838756806e-05
2.450000000000000094e-02,9.770087528882057670e-01,1.100060448156603699e-01,8.599387063305524020e-03,5.128767800680196194e-04,2.567706490901615192e-05
2.460000000000000034e-02,9.801619703704601561e-01,1.107724985261897416e-01,8.693000591859860807e-03,5.205154677333351763e-04,2.616783261091052730e-05
2.469999999999999973e-02,9.833096542627463021e-01,1.115406619748521427e-01,8.787201293736772445e-03,5.282332004685969321e-04,2.666578413302609504e-05
2.480000000000000260e-02,9.864518173250386157e-01,1.123105268107990329e-01,8.881989778801601190e-03,5.360304144462888680e-04,2.717099151872335631e-05
2.490000000000000199e-02,9.895884722834897840e-01,1.130820847132018858e-01,8.977366647809322323e-03,5.439075456442747127e-04,2.768352717521334658e-05
2.500000000000000139e-02,9.927196318305279155e-01,1.138553273911493829e-01,9.073332492452486700e-03,5.518650298374724612e-04,2.820346387299528708e-05
2.510000000000000078e-02,9.958453086249539066e-01,1.146302465835450229e-01,9.169887895408958614e-03,5.599033025895935141e-04,2.873087474528648755e-05
2.520000000000000018e-02,9.989655152920384751e-01,1.154068340590049535e-01,9.267033430389445478e-03,5.680227992449443739e-04,2.926583328744461560e-05
2.529999999999999957e-02,1.002080264423618639e+00,1.161850816157562610e-01,9.364769662184819349e-03,5.762239549202923103e-04,2.980841335638236304e-05
2.540000000000000244e-02,1.005189568578193970e+00,1.169649810815355656e-01,9.463097146713244159e-03,5.845072044967932574e-04,3.035868916997461089e-05
2.550000000000000183e-02,1.008293440281022857e+00,1.177465243134879769e-01,9.562016431067087846e-03,5.928729826119825963e-04,3.091673530645814395e-05
2.560000000000000123e-02,1.011391892024218198e+00,1.185297031980663413e-01,9.661528053559641921e-03,6.013217236518281694e-04,3.148262670382399609e-05
2.570000000000000062e-02,1.014484936266842663e+00,1.193145096509309055e-01,9.761632543771632878e-03,6.098538617428445529e-04,3.205643865920248744e-05
2.580000000000000002e-02,1.017572585435003951e+00,1.201009356168492997e-01,9.862330422597534105e-03,6.184698307442696710e-04,3.263824682824101428e-05
2.590000000000000288e-02,1.020654851921950046e+00,1.208889730695968112e-01,9.963622202291683508e-03,6.271700642403016911e-04,3.322812722447469679e-05
2.600000000000000228e-02,1.023731748088163140e+00,1.216786140118570753e-01,1.006550838651418950e-02,6.359549955323977192e-04,3.382615621868990496e-05
2.610000000000000167e-02,1.026803286261454229e+00,1.224698504751230432e-01,1.016798947037665136e-02,6.448250576316321260e-04,3.443241053828077102e-05
2.620000000000000107e-02,1.029869478737057253e+00,1.232626745195983531e-01,1.027106594048767668e-02,6.537806832511155889e-04,3.504696726659870882e-05
2.630000000000000046e-02,1.032930337777722585e+00,1.240570782340989359e-01,1.037473827499819749e-02,6.628223047984738723e-04,3.566990384229508235e-05
2.639999999999999986e-02,1.035985875613810725e+00,1.248530537359550663e-01,1.047900694364659741e-02,6.719503543683861321e-04,3.630129805865699643e-05
2.650000000000000272e-02,1.039036104443385344e+00,1.256505931709136770e-01,1.058387240780364266e-02,6.811652637351824167e-04,3.694122806293635171e-05
2.660000000000000211e-02,1.042081036432305874e+00,1.264496887130410196e-01,1.068933512051721026e-02,6.904674643455002573e-04,3.758977235567218444e-05
2.670000000000000151e-02,1.045120683714320764e+00,1.272503325646256733e-01,1.079539552655683562e-02,6.998573873109993713e-04,3.824700979000639260e-05
2.680000000000000090e-02,1.048155058391158745e+00,1.280525169560819132e-01,1.090205406245805392e-02,7.093354634011353466e-04,3.891301957099286874e-05
2.690000000000000030e-02,1.051184172532622085e+00,1.288562341458533156e-01,1.100931115656656259e-02,7.189021230359906797e-04,3.958788125490016142e-05
2.699999999999999969e-02,1.054208038176677409e+00,1.296614764203167514e-01,1.111716722908217929e-02,7.285577962791636025e-04,4.027167474850765189e-05
2.710000000000000256e-02,1.057226667329547398e+00,1.304682360936867125e-01,1.122562269210261761e-02,7.383029128307144794e-04,4.096448030839540839e-05
2.720000000000000195e-02,1.060240071965802056e+00,1.312765055079199994e-01,1.133467794966707028e-02,7.481379020201689087e-04,4.166637854022768437e-05
2.730000000000000135e-02,1.063248264028449963e+00,1.320862770326206026e-01,1.144433339779960326e-02,7.580631927995776361e-04,4.237745039803019614e-05
2.740000000000000074e-02,1.066251255429028211e+00,1.328975430649450562e-01,1.155458942455236428e-02,7.680792137366330638e-04,4.309777718346120015e-05
2.750000000000000014e-02,1.069249058047693213e+00,1.337102960295080412e-01,1.166544641004859696e-02,7.781863930078413783e-04,4.382744054507645138e-05
2.760000000000000300e-02,1.072241683733310635e+00,1.345245283782882939e-01,1.177690472652547470e-02,7.883851583917510578e-04,4.456652247758809013e-05
2.770000000000000240e-02,1.075229144303545326e+00,1.353402325905348480e-01,1.188896473837674529e-02,7.986759372622363479e-04,4.531510532111755225e-05
2.780000000000000179e-02,1.078211451544950794e+00,1.361574011726736921e-01,1.200162680219519010e-02,8.090591565818362491e-04,4.607327176044251615e-05
2.790000000000000119e-02,1.081188617213058478e+00,1.369760266582145947e-01,1.211489126681490440e-02,8.195352428951483640e-04,4.684110482423799513e-05
2.800000000000000058e-02,1.084160653032466337e+00,1.377961016076582890e-01,1.222875847335338009e-02,8.301046223222769554e-04,4.761868788431158867e-05
2.809999999999999998e-02,1.087127570696928558e+00,1.386176186084041029e-01,1.234322875525342006e-02,8.407677205523357566e-04,4.840610465483298057e-05
2.820000000000000284e-02,1.090089381869442819e+00,1.394405702746576714e-01,1.245830243832486521e-02,8.515249628370044491e-04,4.920343919155777894e-05
2.830000000000000224e-02,1.093046098182339554e+00,1.402649492473392046e-01,1.257397984078613244e-02,8.623767739841391340e-04,5.001077589104565056e-05
2.840000000000000163e-02,1.095997731237368988e+00,1.410907481939918662e-01,1.269026127330558258e-02,8.733235783514358211e-04,5.082819948987293265e-05
2.850000000000000103e-02,1.098944292605789297e+00,1.419179598086906247e-01,1.280714703904270273e-02,8.843657998401473685e-04,5.165579506383970838e-05
2.860000000000000042e-02,1.101885793828454085e+00,1.427465768119512979e-01,1.292463743368910817e-02,8.955038618888527899e-04,5.249364802717141389e-05
2.869999999999999982e-02,1.104822246415898990e+00,1.435765919506399868e-01,1.304273274550936737e-02,9.067381874672797958e-04,5.334184413171505154e-05
2.880000000000000268e-02,1.107753661848428939e+00,1.444079979978827311e-01,1.316143325538165175e-02,9.180691990701788339e-04,5.420046946613003619e-05
2.890000000000000208e-02,1.110680051576204530e+00,1.452407877529756086e-01,1.328073923683819983e-02,9.294973187112493896e-04,5.506961045507379680e-05
2.900000000000000147e-02,1.113601427019328627e+00,1.460749540412949743e-01,1.340065095610561488e-02,9.410229679171181090e-04,5.594935385838211279e-05
2.910000000000000087e-02,1.116517799567932068e+00,1.469104897142081423e-01,1.352116867214497517e-02,9.526465677213678818e-04,5.683978677024426659e-05
2.920000000000000026e-02,1.119429180582259820e+00,1.477473876489842630e-01,1.364229263669178294e-02,9.643685386586186388e-04,5.774099661837312750e-05
2.930000000000000313e-02,1.122335581392756243e+00,1.485856407487056718e-01,1.376402309429572597e-02,9.761893007586581322e-04,5.865307116317012632e-05
2.940000000000000252e-02,1.125237013300150579e+00,1.494252419421792932e-01,1.388636028236027269e-02,9.881092735406239985e-04,5.957609849688524261e-05
2.950000000000000192e-02,1.128133487575541771e+00,1.502661841838485446e-01,1.400930443118209023e-02,1.000128876007235585e-03,6.051016704277203847e-05
2.960000000000000131e-02,1.131025015460483507e+00,1.511084604537054898e-01,1.413285576399029610e-02,1.012248526639076196e-03,6.145536555423779994e-05
2.970000000000000070e-02,1.133911608167068374e+00,1.519520637572032706e-01,1.425701449698553100e-02,1.024468643388924335e-03,6.241178311398884004e-05
2.980000000000000010e-02,1.136793276878012460e+00,1.527969871251688150e-01,1.438178083937886528e-02,1.036789643676135162e-03,6.337950913317099756e-05
2.990000000000000296e-02,1.139670032746739281e+00,1.536432236137158791e-01,1.450715499343052835e-02,1.049211944381070937e-03,6.435863335050543300e-05
